name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
NOYA CARDONA Erik,ESP,13,5.19,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.192,5.195,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ROBBIATI Luca,ITA,14,5.21,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.083,5.217,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
YANG Jie,CHN,15,5.22,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.229,5.248,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
BOULOS Alessandro,ITA,16,5.245,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,DNF,5.245,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ERNSBERGER Merritt,USA,17,5.247,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.247,5.278,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ZODDA Gian Luca,ITA,18,5.252,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.252,6.286,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
UMLAUF Aodhan,GER,19,5.255,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.409,5.255,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
FOSSALI Ludovico,ITA,20,5.258,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.414,5.258,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
TKACH Yaroslav,UKR,21,5.27,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,DNF,5.27,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
LUCKE Sebastian,GER,22,5.28,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,7.312,5.287,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
DAVID Julian,NZL,23,5.306,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.368,5.306,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
MUHAMMAD FAJRI Alfian,INA,24,5.309,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.309,5.499,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
AMON Kevin,AUT,25,5.31,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.312,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
TOKTAROV Damir,KAZ,26,5.331,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.465,5.331,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
JUNG Yongjun,KOR,27,5.332,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.332,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
GRANJA LOPEZ Carlos Felipe,ECU,28,5.357,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.357,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
PITCHER Ethan,CAN,29,5.359,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.549,5.359,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
JENNINGS Ben,USA,30,5.37,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.507,5.37,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
SCHLECHT Logan,USA,31,5.38,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,10.001,5.389,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ZHANG Dingfeng,CHN,32,5.41,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.411,6.905,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
BRATSCHI Noah,USA,33,5.46,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.463,8.117,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
MURAT Alisher,KAZ,34,5.49,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.496,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
GODDARD Aidan,USA,35,5.50,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.676,5.506,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
RIVADENEIRA Paolo,ECU,36,5.51,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.608,5.511,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ROGERS Zaden,USA,37,5.56,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.566,6.487,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
SHI Zechuan,CHN,38,5.69,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.699,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
LEE Junwoo,KOR,39,5.74,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,7.334,5.742,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
PLANGGER Tobias,AUT,40,5.80,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.8,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
ABU ERGEEB Nasser,KUW,41,5.88,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.885,6.021,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
FUJINO Shuto,JPN,42,5.90,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,5.902,6.408,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
BOGESCHDORFER Lawrence,AUT,43,5.92,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.038,5.921,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
TURNER Luke,GBR,44,6.09,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.09,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
KALIBAY Zhandos,KAZ,45,6.19,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,8.605,6.192,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
GOODALL Andrew,GBR,46,6.23,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.234,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
BOSSERT Braeden,CAN,47,6.25,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.259,6.886,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
EGG Pedro,BRA,48,6.43,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,6.43,7.831,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
MAI Taede,USA,49,6.81,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,8.647,6.816,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
KIM Dongjun,KOR,50,6.82,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,DNF,6.827,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
BADER Linus,GER,51,7.98,IFSC World Cup Denver 2025,1455,2025,"Denver, USA",Speed,Men,Qualification,2025-05-31,/api/v1/category_rounds/9742/results,/api/v1/events/1455/result/2,7.984,DNF,"2025-05-31_Denver, USA_Speed_Men_Qualification.csv"
